date,buying_rate,selling_rate,middle_rate,currency_code
2021-12-31,3.0835,3.0871,3.0853,SGD
2021-12-31,12.4566,12.4798,12.4682,THB
2021-12-31,8.174,8.185,8.1795,PHP
2021-12-31,5.628,5.6338,5.6309,GBP
2021-12-31,4.163,4.167,4.165,USD
2021-12-31,3.0248,3.0282,3.0265,AUD
2021-12-31,0.0292,0.0292,0.0292,IDR
