date,buying_rate,selling_rate,middle_rate,currency_code
2021-09-30,3.0752,3.0792,3.0772,SGD
2021-09-30,12.3561,12.3752,12.3656,THB
2021-09-30,8.177,8.188,8.1825,PHP
2021-09-30,5.6238,5.63,5.6269,GBP
2021-09-30,4.185,4.189,4.187,USD
2021-09-30,3.014,3.0178,3.0159,AUD
2021-09-30,0.0292,0.0293,0.0293,IDR
