date,buying_rate,selling_rate,middle_rate,currency_code
2021-06-30,3.0857,3.0889,3.0873,SGD
2021-06-30,12.9404,12.961,12.9507,THB
2021-06-30,8.485,8.4966,8.4908,PHP
2021-06-30,5.7407,5.7479,5.7443,GBP
2021-06-30,4.15,4.154,4.152,USD
2021-06-30,3.1117,3.1155,3.1136,AUD
2021-06-30,0.0286,0.0287,0.0286,IDR
