date,buying_rate,selling_rate,middle_rate,currency_code
2021-05-31,3.122,3.1262,3.1241,SGD
2021-05-31,13.2064,13.2277,13.217,THB
2021-05-31,8.6538,8.6658,8.6598,PHP
2021-05-31,5.8475,5.8549,5.8512,GBP
2021-05-31,4.127,4.131,4.129,USD
2021-05-31,3.1935,3.1974,3.1954,AUD
2021-05-31,0.0289,0.0289,0.0289,IDR
