date,buying_rate,selling_rate,middle_rate,currency_code
2021-08-30,3.0875,3.0933,3.0904,SGD
2021-08-30,12.8065,12.8283,12.8174,THB
2021-08-30,8.3474,8.3608,8.3541,PHP
2021-08-30,5.7204,5.729,5.7247,GBP
2021-08-30,4.157,4.162,4.1595,USD
2021-08-30,3.0329,3.0374,3.0352,AUD
2021-08-30,0.0289,0.029,0.0289,IDR
