date,buying_rate,selling_rate,middle_rate,currency_code
2021-07-30,3.1211,3.1264,3.1237,SGD
2021-07-30,12.8385,12.8615,12.85,THB
2021-07-30,8.4383,8.4517,8.445,PHP
2021-07-30,5.897,5.9057,5.9014,GBP
2021-07-30,4.22,4.225,4.2225,USD
2021-07-30,3.1224,3.1269,3.1247,AUD
2021-07-30,0.0292,0.0292,0.0292,IDR
