date,buying_rate,selling_rate,middle_rate,currency_code
2021-10-29,3.077,3.0804,3.0787,SGD
2021-10-29,12.4691,12.4857,12.4774,THB
2021-10-29,8.2054,8.2146,8.21,PHP
2021-10-29,5.7022,5.7079,5.7051,GBP
2021-10-29,4.141,4.144,4.1425,USD
2021-10-29,3.1194,3.1225,3.121,AUD
2021-10-29,0.0292,0.0293,0.0292,IDR
